sample,field,date,sampling.period,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,protozoa,BactSum,FungSum,FBRatio,GPosSum,GNegSum,ActSum,SapSum,AMF,total.fame,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
JA 111,JA-1-18,8/3/18,18-Aug,no,no,no,yes,medium-high,no,8.4,0.78125,0.562,15.092,13.331,0.883,8.394,2.111,4.587,11.987,1.344,55.98849429,74,741,709,2197,8.2,10.19,11,2.59,9.54,89,91,2.43,0.32,4.85,3.59,8.44,1,2018
JA 112,JA-1-18,8/3/18,18-Aug,no,no,no,yes,medium-high,no,8.4,1.026694045,0.412,17.631,15.679,0.889,10.003,2.447,5.181,13.85,1.829,64.76344749,145,840,699,2333,8,11.02,22,2.84,10.45,89,92,2.97,0.42,3.26,3.98,7.24,1,2018
JA 113,JA-2-18,8/3/18,18-Aug,yes,yes,yes,no,none-low,no,10.4,1.203610832,0.471,12.005,17.32,1.443,6.564,1.884,3.557,13.453,3.867,57.47395438,70,754,956,2427,7,12.61,429,3.1,2.93,98,84,1.93,0.31,3.05,7.83,10.88,2,2018
JA 114,JA-2-18,8/3/18,18-Aug,yes,yes,yes,no,none-low,no,10.4,3.703703704,0.598,20.914,19.622,0.938,11.573,3.05,6.291,15.37,4.252,80.62380933,49,690,854,2565,7.4,12.45,23,2.24,1.92,135,99,2.27,0.49,2,5.56,7.56,2,2018
JA 115,JA-2-18,8/3/18,18-Aug,yes,yes,yes,no,none-low,no,10.4,3.526734926,0.557,13.617,22.514,1.653,7.624,1.909,4.084,15.654,6.86,67.12197332,115,609,787,2258,7.1,11.3,38,2.43,1.64,115,99,1.98,0.4,1.25,3.32,4.57,2,2018
JA 116,JA-2-18,8/3/18,18-Aug,yes,yes,yes,no,none-low,no,10.4,1.599147122,0.242,12.074,13.323,1.103,6.609,2.054,3.411,10.579,2.744,53.5630027,162,663,842,2497,6,12.6,411,2.13,3.14,88,88,1.78,0.41,18.43,6.71,25.14,2,2018
JA 117,JA-3-18,8/3/18,18-Aug,yes,no,yes,no,none-low,no,9.9,0.960614793,0.088,5.537,4.26,0.769,2.768,0.838,1.931,3.847,0.413,17.91214237,63,532,317,3281,8.1,11.4,28,1.26,1.03,78,92,1.69,0.29,9.47,4.96,14.43,3,2018
JA 118,JA-3-18,8/3/18,18-Aug,yes,no,yes,no,none-low,no,9.9,1.901901902,0.093,5.743,4.933,0.859,2.911,0.835,1.997,4.375,0.558,19.87628882,69,614,341,3869,8.1,13.08,10,1.28,0.88,88,96,1.9,0.29,4.53,3.68,8.21,3,2018
JA 119,JA-3-18,8/3/18,18-Aug,yes,no,yes,no,none-low,no,9.9,2.58126195,0.142,6.645,6.852,1.031,3.419,0.942,2.284,6.156,0.696,25.03760702,48,544,310,3158,7.9,11.08,15,1.14,0.76,82,88,1.6,0.25,4.56,2.16,6.72,3,2018
JA 120,JA-3-18,8/3/18,18-Aug,yes,no,yes,no,none-low,no,9.9,1.009081736,0.125,6.3,5.683,0.902,3.076,0.962,2.262,4.896,0.787,22.17012261,62,580,337,3651,8.1,12.87,17,1.3,0.96,75,95,1.93,0.3,5.54,4.35,9.89,3,2018
KS 121,KS-1-18,8/6/18,18-Aug,yes,yes,yes,no,none-low,no,24.4,2.679528403,1.715,20.112,17.314,0.861,10.652,2.834,6.626,15.567,1.747,73.39931784,70,1174,1434,3297,7.9,17.32,52,4.72,1.93,255,89,4.3,0.7,65.76,3.2,68.96,1,2018
KS 122,KS-1-18,8/6/18,18-Aug,yes,yes,yes,no,none-low,no,24.4,2.872340426,0.416,18.106,15.656,0.865,9.553,2.627,5.926,14.151,1.505,66.76639296,81,1054,1822,4192,7.4,21.02,226,4.4,1.84,279,87,4.47,0.79,306.14,3.03,309.17,1,2018
KS 123,KS-1-18,8/6/18,18-Aug,yes,yes,yes,no,none-low,no,24.4,3.151260504,0.427,17.191,14.057,0.818,8.794,2.486,5.911,12.36,1.697,59.07739675,49,992,1637,3846,7.5,19.3,119,4.49,1.38,286,80,4.44,0.74,145.59,3.07,148.66,1,2018
KS 124,KS-1-18,8/6/18,18-Aug,yes,yes,yes,no,none-low,no,24.4,2.819738167,0.418,18.337,13.906,0.758,9.293,2.647,6.397,12.331,1.575,64.80401573,49,990,1640,3758,7.6,19.49,96,4.42,1.49,290,81,4.71,0.79,137.81,3.11,140.92,1,2018
KS 125,KS-2-18,8/6/18,18-Aug,yes,no,no,no,none-low,no,13,1.5625,0.439,21.985,23.178,1.054,12.695,2.752,6.538,21.276,1.902,89.79691293,60,1011,1028,2742,7.4,14.03,30,2.64,1.38,191,83,3.19,0.58,28.07,3.39,31.46,2,2018
KS 126,KS-2-18,8/6/18,18-Aug,yes,no,no,no,none-low,no,13,1.711229947,0.9,17.339,13.615,0.785,9.207,2.387,5.745,12.39,1.225,67.08484519,62,861,1003,2603,7.4,12.99,20,2.34,1.42,193,85,3.09,0.58,12.58,3.11,15.69,2,2018
KS 127,KS-2-18,8/6/18,18-Aug,yes,no,no,no,none-low,no,13,1.527494908,0.232,14.059,11.246,0.8,7.549,2.016,4.494,10.183,1.063,49.70976493,50,761,940,2517,7.7,12.78,20,2.22,1.15,197,88,3.16,0.52,10.63,3.27,13.9,2,2018
KS 128,KS-2-18,8/6/18,18-Aug,yes,no,no,no,none-low,no,13,1.825557809,0.406,18.989,16.753,0.882,10.523,2.803,5.663,15.256,1.497,73.23280558,52,830,932,2442,7.4,12.65,29,2.27,1.19,194,81,2.96,0.55,20.09,3.31,23.4,2,2018
KS 129,KS-3-18,8/6/18,18-Aug,minimal,no,no,no,medium-high,no,24.5,2.564102564,0.88,39.182,29.75,0.759,21.073,4.805,13.304,23.795,5.955,133.7174883,23,879,753,4954,7.5,19.04,21,2.01,1.19,292,82,4.05,1.17,19.88,4.23,24.11,3,2018
KS 130,KS-3-18,8/6/18,18-Aug,minimal,no,no,no,medium-high,no,24.5,2.814070352,1.065,37.538,32.046,0.854,20.231,4.295,13.012,25.948,6.098,126.3492871,25,962,757,4307,7.5,17.15,27,2.06,1.26,283,89,3.76,1.11,11.75,5.4,17.15,3,2018
KS 131,KS-3-18,8/6/18,18-Aug,minimal,no,no,no,medium-high,no,24.5,2.649006623,1.057,38.326,28.945,0.755,21.034,4.431,12.861,22.904,6.041,126.4411923,23,908,747,4685,7.4,17.58,19,1.94,1.27,285,91,3.86,1.11,10.42,6.84,17.26,3,2018
KS 132,KS-3-18,8/6/18,18-Aug,minimal,no,no,no,medium-high,no,24.5,2.714932127,0.952,37.724,29.703,0.787,20.357,4.337,13.03,23.277,6.426,127.6988608,40,948,705,4456,7.5,17.29,22,1.79,1.28,299,90,3.94,1.02,18.79,6.44,25.23,3,2018
BE 13,BE-1-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,33.1,4.32748538,1.576,65.832,55.053,0.836,39.247,7.171,19.414,48.491,6.562,238.3024821,231,1566,1360,4879,6.7,23.07,20,2.23,7.54,426,127,6.41,1.74,15.53,2.85,18.38,1,2018
BE 14,BE-1-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,33.1,5.079006772,0.739,43.471,27.668,0.636,24.13,5.359,13.982,25.454,2.214,137.9591088,229,1715,1405,4930,6.7,22.77,41,2.47,6.13,430,124,6.46,1.47,78.27,4.48,82.75,1,2018
BE 15,BE-1-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,33.1,7.674943567,1.441,40.709,33.421,0.821,22.861,4.334,13.514,30.285,3.136,142.5431119,195,1507,1526,4952,7.3,23.07,16,2.32,7,435,125,6.4,1.35,6.04,3,9.04,1,2018
BE 16,BE-1-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,33.1,6.126914661,1.68,58.352,53.598,0.919,34.573,6.346,17.433,47.672,5.926,210.0969852,159,1559,1463,5070,7.1,23.16,18,2.48,5.86,463,112,6.84,1.52,6.95,4.22,11.17,1,2018
BE 17,BE-2-18,8/7/18,18-Aug,no,no,no,yes,medium-high,no,28.5,9.626955475,1.855,34.753,32.16,0.925,17.605,4.983,12.165,26.703,5.457,124.526457,87,1213,1561,4818,7.6,22.1,27,3.15,5.6,483,87,6.83,1.27,6.18,2.89,9.07,2,2018
BE 18,BE-2-18,8/7/18,18-Aug,no,no,no,yes,medium-high,no,28.5,7.970244421,1.766,56.093,50.182,0.895,31.3,6.656,18.137,44.953,5.229,199.2943826,121,1628,1603,4952,7.5,22.74,23,3.32,7.55,467,86,6.46,1.63,13.77,3.6,17.37,2,2018
BE 19,BE-2-18,8/7/18,18-Aug,no,no,no,yes,medium-high,no,28.5,13.43283582,3.143,66.549,73.687,1.107,40.017,7.52,19.012,63.665,10.022,277.8134864,172,1326,1674,4737,7.7,22.51,16,3.22,7.98,422,91,5.69,1.69,4.33,3.23,7.56,2,2018
BE 20,BE-2-18,8/7/18,18-Aug,no,no,no,yes,medium-high,no,28.5,10.47835991,3.528,48.794,63.029,1.292,27.79,5.661,15.343,56.477,6.552,213.4733148,205,1923,1541,4773,7.6,23.21,20,3.04,8.73,452,99,6.2,1.52,3.97,3.23,7.2,2,2018
EE 21,EE-1-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,31.1,10.84043849,2.624,31.731,38.196,1.204,16.256,4.528,10.947,27.5,10.696,128.2267353,149,1232,1621,4748,8,22.2,21,3.49,4.48,346,80,4.93,1.26,4.28,3.71,7.99,1,2018
EE 22,EE-1-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,31.1,10.96224117,2.08,51.511,51.004,0.99,28.768,6.472,16.271,43.675,7.329,188.6670975,114,1342,1661,4375,8.1,21.17,19,3.43,5.22,372,78,4.59,1.25,3.38,2.7,6.08,1,2018
EE 23,EE-1-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,31.1,6.753812636,1.787,42.28,25.969,0.614,21.972,5.659,14.649,21.839,4.13,128.2058497,120,1472,1621,5035,7.6,23.22,45,3.65,5.32,378,74,5.09,1.28,20.61,3.26,23.87,1,2018
EE 24,EE-1-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,31.1,12.76836158,1.076,22.979,30.751,1.338,11.886,3.126,7.967,21.162,9.589,95.00629969,63,1195,1559,8687,8.4,31.74,21,4.78,4.95,326,50,4.76,1.39,2.07,3.06,5.13,1,2018
BS 97,BS-1-18,8/7/18,18-Aug,no,yes,yes,no,none-low,no,28.8,18.3745583,2.719,70.96,78.268,1.103,42.449,6.941,21.57,68.821,9.447,283.0633429,41,1608,1578,5268,8.1,23.8,23,3.6,4.5,307,94,6.33,1.38,4.75,2.38,7.13,1,2018
BS 98,BS-1-18,8/7/18,18-Aug,no,yes,yes,no,none-low,no,28.8,14.07151096,4.061,47.945,59.481,1.241,26.981,5.084,15.88,47.59,11.891,210.4621598,43,1368,1429,5005,8.1,21.82,27,3.51,2.9,310,87,5.11,1.16,3.55,2.8,6.35,1,2018
BS 99,BS-1-18,8/7/18,18-Aug,no,yes,yes,no,none-low,no,28.8,17.07006369,1.729,51.124,56.163,1.099,27.438,6.673,17.013,43.556,12.607,197.7293967,26,1618,1440,5212,8.1,23.1,23,3.77,2.45,298,88,5.63,1.16,3.67,2.68,6.35,1,2018
BS 100,BS-1-18,8/7/18,18-Aug,no,yes,yes,no,none-low,no,28.8,14.8005148,3.37,55.508,105.134,1.894,32.168,5.916,17.424,66.894,38.24,290.5732543,22,1453,1368,5220,8.2,23.41,35,3.61,2.59,256,85,5.2,1.29,3.5,2.94,6.44,1,2018
BS 101,BS-2-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,34.8,11.12372304,3.273,40.119,41.268,1.029,19.719,5.157,15.243,31.519,9.749,141.5925068,18,1396,2037,12370,8.4,43.6,56,5.74,2.36,221,75,6.56,1.35,38.28,2.62,40.9,2,2018
BS 102,BS-2-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,34.8,6.775956284,2.201,46.683,44.563,0.955,24.458,5.644,16.581,37.052,7.511,160.8594336,23,1488,1737,7147,8.3,28.61,19,4.85,2.96,264,87,6.23,1.38,9.86,2.57,12.43,2,2018
BS 103,BS-2-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,34.8,5.821205821,3.079,52.716,59.574,1.13,29.35,6.877,16.489,49.821,9.753,207.7542899,34,1562,1771,9541,8.5,35.23,24,4.75,3.7,287,73,6,1.39,10.27,2.75,13.02,2,2018
BS 104,BS-2-18,8/7/18,18-Aug,no,yes,yes,yes,medium-high,no,34.8,12.40560949,2.439,44.215,45.872,1.037,22.362,5.468,16.385,37.819,8.053,163.5760178,42,1474,1812,6484,8.2,28.04,29,5.08,4.02,296,86,6.2,1.33,30.8,3.04,33.84,2,2018
EE 105,EE-2-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,28.9,11.16022099,1.661,31.519,61.734,1.959,18.285,3.387,9.847,56.694,5.04,173.4658009,88,1052,1334,4190,8.1,19.38,16,2.85,4.4,405,99,4.86,1.07,3.26,2.77,6.03,2,2018
EE 106,EE-2-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,28.9,10.89324619,2.497,30.832,29.134,0.945,16.919,3.747,10.166,23.672,5.462,115.1422257,100,1014,1418,4143,7.8,19.16,17,2.94,4.95,417,103,4.79,1,2.26,2.54,4.8,2,2018
EE 107,EE-2-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,28.9,11.20092379,2.705,39.675,55.087,1.388,21.82,5.067,12.788,47.708,7.379,170.1328009,72,1068,1390,4138,8,19.1,14,2.89,4.65,414,101,4.78,1.06,2.13,2.82,4.95,2,2018
EE 108,EE-2-18,8/7/18,18-Aug,no,yes,no,yes,medium-high,no,28.9,8.518086348,0.908,38.684,38.786,1.003,21.316,4.961,12.407,29.551,9.235,144.0006491,113,1266,1363,4174,7.9,20.13,15,2.92,5.74,409,104,4.86,1.1,1.95,2.53,4.48,2,2018
BH 37,BH-1-18,8/8/18,18-Aug,yes,yes,yes,yes,medium-high,no,23.3,3.842364532,0.9,34.15,29.571,0.866,17.772,4.895,11.483,26.465,3.106,122.160729,135,1642,1701,6524,7.8,27.5,41,5.45,6.77,246,94,4.61,1.26,59.98,2.99,62.97,1,2018
BH 38,BH-1-18,8/8/18,18-Aug,yes,yes,yes,yes,medium-high,no,23.3,3.80859375,1.322,46.165,45.837,0.993,26.039,6.376,13.75,41.234,4.603,178.0825949,164,1657,1607,7027,7.7,27.98,37,5.13,7.6,235,88,4.64,1.27,52.07,2.59,54.66,1,2018
BH 39,BH-1-18,8/8/18,18-Aug,yes,yes,yes,yes,medium-high,no,23.3,4.519230769,1.499,41.51,45.047,1.085,22.703,5.854,12.953,40.178,4.869,168.6225171,178,1716,1753,6366,7.8,27.41,42,5.89,8.94,229,99,4.99,1.37,47.32,2.82,50.14,1,2018
BH 40,BH-1-18,8/8/18,18-Aug,yes,yes,yes,yes,medium-high,no,23.3,3.992210321,2.177,51.133,46.295,0.905,28.071,7.217,15.845,40.505,5.79,197.0902606,154,1650,1708,5095,7.7,24.36,73,6.1,10.18,226,97,4.79,1.51,41.41,2.43,43.84,1,2018
BH 41,BH-2-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,no,12,9.518935517,0.925,34.338,30.517,0.889,18.818,5.045,10.475,27.386,3.131,142.6333257,303,1316,756,3421,7.1,14.98,118,3.02,10.47,186,118,3.03,0.9,66.53,2.94,69.47,2,2018
BH 42,BH-2-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,no,12,7.433808554,0.918,38.61,60.39,1.564,23.441,4.775,10.394,57,3.39,205.8006999,341,1441,657,3225,7.2,13.84,116,2.61,12.46,168,134,2.62,0.89,93.47,2.75,96.22,2,2018
BH 43,BH-2-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,no,12,6.913827655,1.312,38.218,42.251,1.106,22.847,4.894,10.477,39.251,3,171.1198301,352,1755,703,3295,7.1,15.01,159,2.96,12.48,167,130,2.74,0.84,74.85,4.05,78.9,2,2018
BH 44,BH-2-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,no,12,8.274470232,1.351,34.593,39.549,1.143,20.495,4.239,9.859,35.095,4.454,161.7870264,231,1097,678,2995,7.6,12.91,67,2.59,10.2,184,112,2.92,0.76,32.25,2.86,35.11,2,2018
BH 45,BH-3-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,yes,14.4,2.420135528,0.374,21.27,19.195,0.902,11.54,3.35,6.38,17.412,1.783,81.94868486,171,726,1585,2444,8.4,14.44,62,6.26,7.21,219,84,3.3,0.66,4.47,2.13,6.6,3,2018
BH 46,BH-3-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,yes,14.4,1.305970149,0.767,22.035,16.985,0.771,11.369,3.264,7.402,14.608,2.377,82.45912751,181,667,1479,2312,8.3,13.59,65,5.82,8.81,193,79,3.12,0.6,4.11,2.09,6.2,3,2018
BH 47,BH-3-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,yes,14.4,1.816443595,0.77,27.077,30.435,1.124,14.804,4.19,8.083,27.831,2.604,125.298502,257,824,1726,2894,8.2,16.68,71,7.29,14.17,194,89,3.23,0.72,4.62,4.76,9.38,3,2018
BH 48,BH-3-18,8/8/18,18-Aug,minimal,yes,yes,no,none-low,yes,14.4,2.884615385,1.294,34.37,37.146,1.081,19.198,5.104,10.068,33.848,3.298,149.4305514,226,879,1658,2776,8.3,15.77,78,7.73,12.46,200,83,3.19,0.8,5.99,2.43,8.42,3,2018
KS 121,KS-1-18,9/20/18,18-Oct,yes,yes,yes,no,none-low,no,24.4,5.050505051,0.228,18.77,18.544,0.988,9.203,2.937,6.63,16.967,1.577,70.56111207,61,946,1457,3291,8.3,16.71,45,4.44,1.56,284,74,4.56,0.86,6.83,1.44,8.27,1,2018
KS 122,KS-1-18,9/20/18,18-Oct,yes,yes,yes,no,none-low,no,24.4,3.806584362,0.422,18.918,19.355,1.023,9.379,2.908,6.631,17.477,1.878,72.49152414,63,940,1417,3619,8.2,17.75,39,4.55,1.53,303,75,4.71,0.96,3.69,1.42,5.11,1,2018
KS 123,KS-1-18,9/20/18,18-Oct,yes,yes,yes,no,none-low,no,24.4,4.109589041,0.578,25.456,38.906,1.528,13.148,4.009,8.299,30.381,8.525,119.785493,48,966,1528,3352,8.5,17.18,22,4.54,1.68,270,79,4.21,1.1,1.56,1.68,3.24,1,2018
KS 124,KS-1-18,9/20/18,18-Oct,yes,yes,yes,no,none-low,no,24.4,3.929679421,0.555,16.781,23.392,1.394,8.387,2.633,5.761,19.812,3.58,77.57482646,48,834,1854,3486,8.3,18.7,27,4.85,1.64,310,77,5.09,0.78,1.08,1.39,2.47,1,2018
KS 125,KS-2-18,9/20/18,18-Oct,yes,no,no,no,none-low,no,13,5.994005994,0.294,17.831,23.482,1.317,9.686,2.422,5.723,21.536,1.946,84.00466132,36,565,920,2405,7.7,11.77,14,2.53,1.03,171,69,3,0.65,7.74,2.05,9.79,2,2018
KS 126,KS-2-18,9/20/18,18-Oct,yes,no,no,no,none-low,no,13,7.327141383,0.167,11.502,13.219,1.149,5.83,1.587,4.085,12.041,1.178,45.88590252,39,673,1001,2757,7.4,13.52,18,2.39,1.09,203,72,3.24,0.75,15.55,1.64,17.19,2,2018
KS 127,KS-2-18,9/20/18,18-Oct,yes,no,no,no,none-low,no,13,4.995004995,0.306,17.505,20.78,1.187,9.006,2.572,5.927,19.204,1.576,72.76961798,47,637,805,2349,7.8,11.24,13,2.02,1.06,185,82,2.92,0.67,7.68,1.67,9.35,2,2018
KS 128,KS-2-18,9/20/18,18-Oct,yes,no,no,no,none-low,no,13,4.275996113,0.292,13.297,13.077,0.983,6.613,1.91,4.774,11.885,1.192,50.85381292,48,642,932,2425,7.6,11.96,13,2.47,1.51,195,79,3,0.59,4.18,1.52,5.7,2,2018
KS 129,KS-3-18,9/20/18,18-Oct,minimal,no,no,no,medium-high,no,24.5,11.08695652,0.598,34.315,32.741,0.954,17.428,4.249,12.638,25.766,6.975,119.0172213,15,807,709,4860,7.3,18.13,20,2,1.19,283,70,3.77,1.22,12.03,1.52,13.55,3,2018
KS 130,KS-3-18,9/20/18,18-Oct,minimal,no,no,no,medium-high,no,24.5,4.291417166,0.561,36.732,33.591,0.914,18.616,4.066,14.05,27.438,6.153,127.0480818,21,937,750,4363,7.1,17.23,22,1.99,1.4,286,86,3.72,1.18,8.98,2.06,11.04,3,2018
KS 131,KS-3-18,9/20/18,18-Oct,minimal,no,no,no,medium-high,no,24.5,5.705705706,0.761,43.536,44.12,1.013,23.327,4.463,15.746,35.883,8.237,160.1646922,22,791,670,4278,7.4,16.9,17,1.87,1.11,280,81,3.65,1.12,3.04,1.68,4.72,3,2018
KS 132,KS-3-18,9/20/18,18-Oct,minimal,no,no,no,medium-high,no,24.5,7.434554974,0.96,42.78,50.898,1.19,22.299,4.693,15.788,39.578,11.32,162.2917808,38,886,693,4592,7.4,17.1,22,1.92,1.59,297,86,3.89,1.18,11.64,1.74,13.38,3,2018
TG 25,TG-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,no,26.9,4.219409283,0.336,17.839,21.088,1.182,8.996,2.54,6.303,16.95,4.138,73.20608242,97,887,1992,3903,8.6,20.79,19,4.36,4.13,316,77,3.72,1.15,3.69,2.41,6.1,1,2018
TG 26,TG-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,no,26.9,5.989304813,0.984,23.139,22.616,0.977,11.237,3.298,8.604,17.957,4.659,88.79453765,164,1102,1988,4108,8.3,21.56,23,6.62,4.93,339,72,3.72,1.2,2.35,1.75,4.1,1,2018
TG 27,TG-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,no,26.9,7.08915145,1.04,18.537,25.558,1.379,9.085,2.603,6.849,17.1,8.458,79.62453719,104,960,2019,3907,8.3,21.41,23,4.81,4.27,316,73,3.58,1.29,2.38,2.1,4.48,1,2018
TG 28,TG-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,no,26.9,6.951871658,1.336,28.576,34.994,1.225,15.339,4.026,9.211,29.648,5.346,121.4948563,141,1037,2114,4252,8.3,22.76,23,5.46,6.2,299,63,3.47,1.52,4.81,2.27,7.08,1,2018
TG 29,TG-2-18,9/21/18,18-Oct,yes,yes,yes,yes,none-low,no,27.2,9.290187891,1.704,51.163,57.618,1.126,26.872,7.305,16.986,49.409,8.209,198.3808487,57,1462,1900,4489,8.6,22.61,31,6.69,4.37,340,68,3.98,1.53,11.26,1.81,13.07,2,2018
TG 30,TG-2-18,9/21/18,18-Oct,yes,yes,yes,yes,none-low,no,27.2,7.96555436,1.926,47.251,55.25,1.169,24.769,6.83,15.652,50.503,4.747,183.5902013,114,1463,2021,4443,8.5,23,24,7.34,5.14,370,84,4.14,1.38,8.41,1.47,9.88,2,2018
TG 31,TG-2-18,9/21/18,18-Oct,yes,yes,yes,yes,none-low,no,27.2,9.586056645,0.983,39.483,45.732,1.158,21.183,5.539,12.761,40.61,5.122,153.935343,160,1319,2027,4234,8.3,22.72,27,5.75,6.33,405,82,4.5,1.47,8.18,2.25,10.43,2,2018
TG 32,TG-2-18,9/21/18,18-Oct,yes,yes,yes,yes,none-low,no,27.2,7.112068966,1.201,34.599,37.422,1.082,18.239,5.045,11.315,33.743,3.679,133.2527905,126,1279,1747,4028,8.3,20.98,23,5.59,5.84,359,75,3.59,1.42,4.58,1.99,6.57,2,2018
TG 33,TG-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.7,10.10752688,2.208,42.97,48.235,1.123,22.615,6.838,13.517,40.367,7.868,165.4112158,68,1713,2113,4718,8.6,24.39,29,7.81,5.96,316,71,4,1.45,9.85,2.1,11.95,3,2018
TG 34,TG-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.7,8.062827225,1.536,43.402,43.269,0.997,21.623,6.974,14.805,37.851,5.418,153.8650447,67,1791,2123,4928,8.6,25.46,55,8.86,4.3,343,75,4.2,1.51,10.75,1.72,12.47,3,2018
TG 35,TG-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.7,10.61269147,2.65,64.054,65.65,1.025,34.37,8.959,20.725,56.685,8.965,225.3550639,68,1719,2136,4899,8.7,25.35,35,7.82,3.77,342,78,4.21,1.31,7.62,1.63,9.25,3,2018
TG 36,TG-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.7,10.98654709,3.936,67.25,76.1,1.132,34.979,10.377,21.894,62.983,13.117,248.096319,58,1629,2167,4841,8.5,25.22,32,8.04,4.57,313,71,4.37,1.45,7.56,1.73,9.29,3,2018
RN 49,RN-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,24.8,8.798283262,1.876,47.318,62.603,1.323,25.327,6.324,15.667,48.005,14.598,196.5197247,65,1345,1713,4276,8.5,20.75,23,6.34,6.6,340,70,3.98,1.27,8.25,2.07,10.32,1,2018
RN 50,RN-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,24.8,9.040178571,2.338,45.954,65.707,1.43,25.242,6.743,13.969,50.215,15.492,201.4253694,38,1280,1711,4160,8.3,20.77,19,5.21,6.39,376,66,3.89,1.27,3.73,1.86,5.59,1,2018
RN 51,RN-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,24.8,10.1210121,2.302,41.737,46.958,1.125,21.53,6.048,14.159,35.869,11.089,160.9076126,61,1562,1602,4120,8.4,20.57,17,5.14,7.4,383,68,3.93,1.34,5.88,1.5,7.38,1,2018
RN 52,RN-1-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,24.8,12.4300112,3.568,84.072,108.975,1.296,46.011,11.236,26.825,88.412,20.563,345.8443746,45,1297,1724,4113,8.2,21.12,18,4.87,13.73,365,65,3.8,1.53,6.98,1.81,8.79,1,2018
RN 53,RN-2-18,9/21/18,18-Oct,minimal,yes,yes,no,none-low,yes,27.2,7.531380753,3.596,42.291,39.212,0.927,21.495,6.231,14.565,34.219,4.993,154.6118351,172,1179,2026,5119,8.3,24.35,79,7.33,2.51,364,84,5.23,1.1,4.98,1.81,6.79,2,2018
RN 54,RN-2-18,9/21/18,18-Oct,minimal,yes,yes,no,none-low,yes,27.2,8.378088077,0.393,27.657,26.807,0.969,15.084,3.992,8.581,23.809,2.998,98.73954057,144,1069,1913,4648,8.1,23.36,17,6.15,2.42,319,89,4.76,1.14,3.19,1.81,5,2,2018
RN 55,RN-2-18,9/21/18,18-Oct,minimal,yes,yes,no,none-low,yes,27.2,7.456140351,0.389,30.872,27.452,0.889,16.121,4.409,10.342,24.81,2.642,105.8401563,161,1109,1915,4570,8.1,22.82,119,5.96,1.76,335,84,4.35,1.09,8.9,2.18,11.08,2,2018
RN 56,RN-2-18,9/21/18,18-Oct,minimal,yes,yes,no,none-low,yes,27.2,7.815845824,1.431,58.445,59.373,1.016,31.081,8.697,18.667,53.401,5.972,217.4011201,199,1190,1825,4656,8,23.56,14,5.38,2.4,340,88,4.62,1.15,5.11,2.12,7.23,2,2018
RN 57,RN-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.8,13.88261851,10.236,371.536,426.865,1.149,214.547,45.519,111.47,365.862,61.003,1513.193042,105,1777,2246,5226,8.4,26.3,31,6.16,10.22,321,72,4.15,1.91,5.3,1.76,7.06,3,2018
RN 58,RN-3-18,9/21/18,18-Oct,no,yes,yes,yes,medium-high,yes,30.8,15.75492341,9.935,113.655,145.194,1.277,64.046,15.189,34.42,129.869,15.325,511.2355523,25,1595,2135,4380,7.8,24.69,24,4.55,5.18,299,69,3.86,1.68,9.6,2.47,12.07,3,2018
