sample,field,date,sampling.period,mbc,doc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,original.field,year
JS 138,JS-1-19,7/21/19,19-Jul,36.9019,1083.1793,yes,no,yes,yes,none-low,yes,32.8,3.264094955,1,2019
JS 139,JS-2-19,7/21/19,19-Jul,180.1681,527.4801,yes,no,yes,yes,none-low,yes,16.8,0.578034682,2,2019
JS 140,JS-2-19,7/21/19,19-Jul,147.6076,303.898,yes,no,yes,yes,none-low,yes,16.8,0.591715976,2,2019
JS 141,JS-2-19,7/21/19,19-Jul,234.4356,497.0903,yes,no,yes,yes,none-low,yes,16.8,0.589970501,2,2019
JS 145,JS-3-19,7/21/19,19-Jul,162.8025,714.1603,minimal,no,no,yes,none-low,yes,8.9,0.469043152,3,2019
JS 146,JS-3-19,7/21/19,19-Jul,141.0955,764.0864,minimal,no,no,yes,none-low,yes,8.9,0.28957529,3,2019
JS 147,JS-3-19,7/21/19,19-Jul,125.9006,1005.0341,minimal,no,no,yes,none-low,yes,8.9,0.29296875,3,2019
CK 157,CK-4-19,7/25/19,19-Jul,273.5082,1591.1231,minimal,yes,yes,yes,medium-high,no,38.6,15.97826087,4,2019
CK 158,CK-4-19,7/25/19,19-Jul,649.0393,1471.7346,minimal,yes,yes,yes,medium-high,no,38.6,16.5388828,4,2019
CK 159,CK-4-19,7/25/19,19-Jul,275.6789,1931.923,minimal,yes,yes,yes,medium-high,no,38.6,14.73565804,4,2019
CK 160,CK-5-19,7/25/19,19-Jul,462.3591,1476.076,minimal,yes,yes,yes,medium-high,no,42.6,13.74865736,5,2019
CK 161,CK-5-19,7/25/19,19-Jul,373.3604,1502.1244,minimal,yes,yes,yes,medium-high,no,42.6,16.2601626,5,2019
CK 162,CK-5-19,7/25/19,19-Jul,583.9183,1330.6391,minimal,yes,yes,yes,medium-high,no,42.6,14.5785877,5,2019
CK 163,CK-6-19,7/25/19,19-Jul,162.8025,937.7424,minimal,yes,yes,yes,medium-high,no,36.6,13.28976035,6,2019
CK 164,CK-6-19,7/25/19,19-Jul,410.2623,1235.1283,minimal,yes,yes,yes,medium-high,no,36.6,21.10311751,6,2019
CK 165,CK-6-19,7/25/19,19-Jul,184.5095,1111.3984,minimal,yes,yes,yes,medium-high,no,36.6,15.93533487,6,2019
BE 187,BE-3-19,7/30/19,19-Jul,158.4611,468.8712,no,no,no,yes,none-low,no,30.2,5.509355509,3,2019
BE 188,BE-3-19,7/30/19,19-Jul,30.3898,416.7744,no,no,no,yes,none-low,no,30.2,5.654450262,3,2019
BE 189,BE-3-19,7/30/19,19-Jul,43.414,453.6763,no,no,no,yes,none-low,no,30.2,4.957805907,3,2019
BE 190,BE-4-19,7/30/19,19-Jul,119.3885,603.4546,no,yes,no,yes,none-low,no,28.1,12.3059867,4,2019
BE 191,BE-4-19,7/30/19,19-Jul,271.3375,848.7437,no,yes,no,yes,none-low,no,28.1,14.84290358,4,2019
BE 192,BE-4-19,7/30/19,19-Jul,299.5566,657.7221,no,yes,no,yes,none-low,no,28.1,14.30096051,4,2019
BS 193,BS-3-19,7/30/19,19-Jul,342.9706,903.0112,no,yes,no,yes,medium-high,yes,34.1,17.00913242,3,2019
BS 194,BS-3-19,7/30/19,19-Jul,91.1694,696.7947,no,yes,no,yes,medium-high,yes,34.1,15.84158416,3,2019
BS 195,BS-3-19,7/30/19,19-Jul,384.2139,662.0635,no,yes,no,yes,medium-high,yes,34.1,23.36448598,3,2019
BS 196,BS-4-19,7/30/19,19-Jul,219.2407,620.8202,no,yes,no,yes,medium-high,no,34.1,18.23529412,4,2019
BS 197,BS-4-19,7/30/19,19-Jul,49.9261,596.9425,no,yes,no,yes,medium-high,no,34.1,12.09850107,4,2019
BS 198,BS-4-19,7/30/19,19-Jul,275.6789,414.6037,no,yes,no,yes,medium-high,no,34.1,20.1183432,4,2019
EE 199,EE-3-19,7/30/19,19-Jul,104.1936,557.8699,no,no,no,yes,none-low,no,30.2,3.73280943,3,2019
EE 200,EE-3-19,7/30/19,19-Jul,95.5108,416.7744,no,no,no,yes,none-low,no,30.2,3.641732283,3,2019
EE 201,EE-3-19,7/30/19,19-Jul,249.6305,286.5324,no,no,no,yes,none-low,no,30.2,4.980079681,3,2019
EE 202,EE-4-19,7/30/19,19-Jul,260.484,510.1145,no,yes,yes,yes,none-low,no,13.7,19.16376307,4,2019
EE 203,EE-4-19,7/30/19,19-Jul,132.4127,477.554,no,yes,yes,yes,none-low,no,13.7,21.07784431,4,2019
EE 204,EE-4-19,7/30/19,19-Jul,219.2407,405.9209,no,yes,yes,yes,none-low,no,13.7,13.36206897,4,2019
JA 109,JA-1-19,7/22/19,19-Jul,62.9503,636.0151,no,no,no,no,medium-high,no,8.4,1.744186047,1,2019
JA 110,JA-1-19,7/22/19,19-Jul,221.4114,1608.4887,no,no,no,no,medium-high,no,8.4,1.425661914,1,2019
JA 111,JA-1-19,7/22/19,19-Jul,266.9961,603.4546,no,no,no,no,medium-high,no,8.4,4.079497908,1,2019
JA 113,JA-2-19,7/22/19,19-Jul,128.0713,481.8954,yes,yes,yes,no,none-low,no,10.4,5.483549352,2,2019
JA 114,JA-2-19,7/22/19,19-Jul,130.242,646.8686,yes,yes,yes,no,none-low,no,10.4,2.24609375,2,2019
JA 115,JA-2-19,7/22/19,19-Jul,80.3159,596.9425,yes,yes,yes,no,none-low,no,10.4,2.70531401,2,2019
JA 117,JA-3-19,7/22/19,19-Jul,88.9987,382.0432,yes,no,yes,no,none-low,no,9.9,2.233502538,3,2019
JA 118,JA-3-19,7/22/19,19-Jul,128.0713,434.14,yes,no,yes,no,none-low,no,9.9,2.694898941,3,2019
JA 119,JA-3-19,7/22/19,19-Jul,65.121,388.5553,yes,no,yes,no,none-low,no,9.9,3.783231084,3,2019
GM 205,GM-1-19,7/23/19,19-Jul,86.828,707.6482,minimal,yes,yes,yes,none-low,yes,34.1,7.5773746,1,2019
GM 206,GM-1-19,7/23/19,19-Jul,23.8777,668.5756,minimal,yes,yes,yes,none-low,yes,34.1,7.684529828,1,2019
GM 207,GM-1-19,7/23/19,19-Jul,52.0968,668.5756,minimal,yes,yes,yes,none-low,yes,34.1,8.524590164,1,2019
GM 208,GM-2-19,7/23/19,19-Jul,102.0229,942.0838,yes,no,yes,no,none-low,no,26.1,3.834510595,2,2019
GM 209,GM-2-19,7/23/19,19-Jul,208.3872,887.8163,yes,no,yes,no,none-low,no,26.1,3.438113949,2,2019
GM 210,GM-2-19,7/23/19,19-Jul,449.3349,573.0648,yes,no,yes,no,none-low,no,26.1,4.49790795,2,2019
GM 211,GM-3-19,7/23/19,19-Jul,117.2178,987.6685,no,no,no,no,none-low,yes,30.2,2.684563758,3,2019
GM 212,GM-3-19,7/23/19,19-Jul,227.9235,848.7437,no,no,no,no,none-low,yes,30.2,4.923076923,3,2019
GM 213,GM-3-19,7/23/19,19-Jul,34.7312,768.4278,no,no,no,no,none-low,yes,30.2,4.150197628,3,2019
GM 214,GM-4-19,7/23/19,19-Jul,19.5363,184.5095,yes,no,no,no,none-low,yes,12,1.397205589,4,2019
GM 215,GM-4-19,7/23/19,19-Jul,108.535,282.191,yes,no,no,no,none-low,yes,12,1.761252446,4,2019
GM 216,GM-4-19,7/23/19,19-Jul,15.1949,195.363,yes,no,no,no,none-low,yes,12,2.911646586,4,2019
KK 148,KK-4-19,7/24/19,19-Jul,338.6292,1582.4403,minimal,yes,yes,yes,medium-high,yes,3.1,5.295950156,4,2019
KK 149,KK-4-19,7/24/19,19-Jul,193.1923,1413.1257,minimal,yes,yes,yes,medium-high,yes,3.1,6.918238994,4,2019
KK 150,KK-4-19,7/24/19,19-Jul,204.0458,1009.3755,minimal,yes,yes,yes,medium-high,yes,3.1,5.491024287,4,2019
KK 151,KK-5-19,7/24/19,19-Jul,28.2191,2478.9394,no,yes,yes,yes,medium-high,yes,16.8,4.746835443,5,2019
KK 152,KK-5-19,7/24/19,19-Jul,620.8202,1215.592,no,yes,yes,yes,medium-high,yes,16.8,15.40154015,5,2019
KK 153,KK-5-19,7/24/19,19-Jul,375.5311,1499.9537,no,yes,yes,yes,medium-high,yes,16.8,15.22491349,5,2019
KK 154,KK-6-19,7/24/19,19-Jul,662.0635,3164.8806,no,yes,yes,yes,medium-high,yes,34.6,12.40641711,6,2019
KK 155,KK-6-19,7/24/19,19-Jul,616.4788,3911.6014,no,yes,yes,yes,medium-high,yes,34.6,11.01511879,6,2019
KK 156,KK-6-19,7/24/19,19-Jul,334.2878,3416.6818,no,yes,yes,yes,medium-high,yes,34.6,12.86919831,6,2019
KS 121,KS-1-19,7/26/19,19-Jul,93.3401,1013.7169,yes,yes,yes,no,none-low,no,24.4,3.718592965,1,2019
KS 122,KS-1-19,7/26/19,19-Jul,154.1197,818.3539,yes,yes,yes,no,none-low,no,24.4,10.21052632,1,2019
KS 123,KS-1-19,7/26/19,19-Jul,290.8738,679.4291,yes,yes,yes,no,none-low,no,24.4,10.77586207,1,2019
KS 129,KS-3-19,7/26/19,19-Jul,173.656,599.1132,minimal,no,no,no,medium-high,no,24.5,2.974358974,3,2019
KS 130,KS-3-19,7/26/19,19-Jul,21.707,403.7502,minimal,no,no,no,medium-high,no,24.5,3.024390244,3,2019
KS 131,KS-3-19,7/26/19,19-Jul,136.7541,288.7031,minimal,no,no,no,medium-high,no,24.5,3.109815355,3,2019
KS 166,KS-4-19,7/26/19,19-Jul,10.8535,388.5553,no,no,no,no,none-low,yes,28.6,2.461538462,4,2019
KS 167,KS-4-19,7/26/19,19-Jul,175.8267,440.6521,no,no,no,no,none-low,yes,28.6,2.525252525,4,2019
KS 168,KS-4-19,7/26/19,19-Jul,45.5847,273.5082,no,no,no,no,none-low,yes,28.6,2.348336595,4,2019
TG 169,TG-4-19,7/29/19,19-Jul,444.9935,1109.2277,no,yes,yes,yes,none-low,no,32.6,9.891304348,4,2019
TG 170,TG-4-19,7/29/19,19-Jul,130.242,1304.5907,no,yes,yes,yes,none-low,no,32.6,10.11470282,4,2019
TG 171,TG-4-19,7/29/19,19-Jul,282.191,1265.5181,no,yes,yes,yes,none-low,no,32.6,8.4375,4,2019
TG 172,TG-5-19,7/29/19,19-Jul,195.363,913.8647,yes,yes,yes,no,none-low,yes,32.6,12.66519824,5,2019
TG 173,TG-5-19,7/29/19,19-Jul,217.07,705.4775,yes,yes,yes,no,none-low,yes,32.6,9.64360587,5,2019
TG 174,TG-5-19,7/29/19,19-Jul,208.3872,694.624,yes,yes,yes,no,none-low,yes,32.6,10.95890411,5,2019
TG 175,TG-6-19,7/29/19,19-Jul,345.1413,1122.2519,no,yes,yes,yes,medium-high,yes,32.4,14.33296582,6,2019
TG 176,TG-6-19,7/29/19,19-Jul,58.6089,1532.5142,no,yes,yes,yes,medium-high,yes,32.4,11.37123746,6,2019
TG 177,TG-6-19,7/29/19,19-Jul,269.1668,1471.7346,no,yes,yes,yes,medium-high,yes,32.4,15.56550952,6,2019
RN 178,RN-4-19,7/29/19,19-Jul,217.07,592.6011,yes,no,no,no,none-low,no,34.7,4.004106776,4,2019
RN 179,RN-4-19,7/29/19,19-Jul,13.0242,636.0151,yes,no,no,no,none-low,no,34.7,3.100775194,4,2019
RN 180,RN-4-19,7/29/19,19-Jul,23.8777,753.2329,yes,no,no,no,none-low,no,34.7,2.204408818,4,2019
RN 181,RN-5-19,7/29/19,19-Jul,225.7528,1829.9001,no,yes,yes,yes,medium-high,no,34.7,12.48630887,5,2019
RN 182,RN-5-19,7/29/19,19-Jul,599.1132,722.8431,no,yes,yes,yes,medium-high,no,34.7,8.088978766,5,2019
RN 183,RN-5-19,7/29/19,19-Jul,481.8954,933.401,no,yes,yes,yes,medium-high,no,34.7,19,5,2019
RN 184,RN-6-19,7/29/19,19-Jul,243.1184,607.796,no,yes,yes,yes,medium-high,no,38.6,22.27488152,6,2019
RN 185,RN-6-19,7/29/19,19-Jul,212.7286,618.6495,no,yes,yes,yes,medium-high,no,38.6,18.68390129,6,2019
RN 186,RN-6-19,7/29/19,19-Jul,866.1093,1098.3742,no,yes,yes,yes,medium-high,no,38.6,10.37037037,6,2019
RN 53,RN-2-19,7/29/19,19-Jul,225.7528,601.2839,minimal,yes,yes,no,none-low,yes,27.2,3.726708075,2,2019
RN 54,RN-2-19,7/29/19,19-Jul,93.3401,677.2584,minimal,yes,yes,no,none-low,yes,27.2,2.510040161,2,2019
RN 55,RN-2-19,7/29/19,19-Jul,88.9987,466.7005,minimal,yes,yes,no,none-low,yes,27.2,2.724520686,2,2019
BH 37,BH-1-19,7/19/19,19-Jul,93.3401,2294.4299,yes,yes,yes,yes,medium-high,no,23.3,4.554865424,1,2019
BH 38,BH-1-19,7/19/19,19-Jul,236.6063,2114.2618,yes,yes,yes,yes,medium-high,no,23.3,4.708290686,1,2019
BH 39,BH-1-19,7/19/19,19-Jul,108.535,1940.6058,yes,yes,yes,yes,medium-high,no,23.3,4.949494949,1,2019
BH 41,BH-2-19,7/19/19,19-Jul,82.4866,2693.8387,minimal,yes,yes,no,none-low,no,12,4.820512821,2,2019
BH 42,BH-2-19,7/19/19,19-Jul,245.2891,2596.1572,minimal,yes,yes,no,none-low,no,12,3.629032258,2,2019
BH 43,BH-2-19,7/19/19,19-Jul,410.2623,2500.6464,minimal,yes,yes,no,none-low,no,12,3.951367781,2,2019
BH 45,BH-3-19,7/19/19,19-Jul,253.9719,1419.6378,minimal,yes,yes,no,none-low,yes,14.4,7.180020812,3,2019
BH 46,BH-3-19,7/19/19,19-Jul,21.707,1384.9066,minimal,yes,yes,no,none-low,yes,14.4,6.612410987,3,2019
BH 47,BH-3-19,7/19/19,19-Jul,119.3885,1339.3219,minimal,yes,yes,no,none-low,yes,14.4,6.720977597,3,2019
BH 133,BH-4-19,7/19/19,19-Jul,91.1694,2261.8694,yes,yes,yes,yes,medium-high,no,23.2,2.349336057,4,2019
BH 134,BH-4-19,7/19/19,19-Jul,34.7312,2229.3089,yes,yes,yes,yes,medium-high,no,23.2,2.53411306,4,2019
BH 135,BH-4-19,7/19/19,19-Jul,119.3885,2290.0885,yes,yes,yes,yes,medium-high,no,23.2,2.459016393,4,2019
BH 37,BH-1-19,8/29/19,19-Sep,410.2623,2342.1853,yes,yes,yes,yes,medium-high,no,23.3,7.749469214,1,2019
BH 38,BH-1-19,8/29/19,19-Sep,314.7515,2274.8936,yes,yes,yes,yes,medium-high,no,23.3,4.963805584,1,2019
BH 39,BH-1-19,8/29/19,19-Sep,271.3375,2018.751,yes,yes,yes,yes,medium-high,no,23.3,10.41009464,1,2019
BH 41,BH-2-19,8/29/19,19-Sep,177.9974,2580.9623,minimal,yes,yes,no,none-low,no,12,18.21266968,2,2019
BH 42,BH-2-19,8/29/19,19-Sep,297.3859,1680.1218,minimal,yes,yes,no,none-low,no,12,13.71055495,2,2019
BH 43,BH-2-19,8/29/19,19-Sep,52.0968,2194.5777,minimal,yes,yes,no,none-low,no,12,18.18181818,2,2019
BH 45,BH-3-19,8/29/19,19-Sep,336.4585,1213.4213,minimal,yes,yes,no,none-low,yes,14.4,12.56599789,3,2019
BH 46,BH-3-19,8/29/19,19-Sep,638.1858,1450.0276,minimal,yes,yes,no,none-low,yes,14.4,10.57494867,3,2019
BH 47,BH-3-19,8/29/19,19-Sep,128.0713,1612.8301,minimal,yes,yes,no,none-low,yes,14.4,11.62303665,3,2019
BH 133,BH-4-19,8/29/19,19-Sep,481.8954,2179.3828,yes,yes,yes,yes,medium-high,no,23.2,8.004268943,4,2019
BH 134,BH-4-19,8/29/19,19-Sep,258.3133,1089.6914,yes,yes,yes,yes,medium-high,no,23.2,11.46637266,4,2019
BH 135,BH-4-19,8/29/19,19-Sep,121.5592,1599.8059,yes,yes,yes,yes,medium-high,no,23.2,12.18220339,4,2019
JA 109,JA-1-19,9/4/19,19-Sep,156.2904,903.0112,no,no,no,no,medium-high,no,8.4,2.760736196,1,2019
JA 110,JA-1-19,9/4/19,19-Sep,162.8025,1645.3906,no,no,no,no,medium-high,no,8.4,2.081268583,1,2019
JA 111,JA-1-19,9/4/19,19-Sep,52.0968,889.987,no,no,no,no,medium-high,no,8.4,2.247191011,1,2019
JA 113,JA-2-19,9/4/19,19-Sep,78.1452,618.6495,yes,yes,yes,no,none-low,no,10.4,8.841463415,2,2019
JA 114,JA-2-19,9/4/19,19-Sep,169.3146,735.8673,yes,yes,yes,no,none-low,no,10.4,5.38071066,2,2019
JA 115,JA-2-19,9/4/19,19-Sep,58.6089,629.503,yes,yes,yes,no,none-low,no,10.4,4.928131417,2,2019
JA 117,JA-3-19,9/4/19,19-Sep,73.8038,503.6024,yes,no,yes,no,none-low,no,9.9,1.253616201,3,2019
JA 118,JA-3-19,9/4/19,19-Sep,23.8777,455.847,yes,no,yes,no,none-low,no,9.9,2.079395085,3,2019
JA 119,JA-3-19,9/4/19,19-Sep,10.8535,497.0903,yes,no,yes,no,none-low,no,9.9,1.943634597,3,2019
JS 136,JS-1-19,9/3/19,19-Sep,69.4624,957.2787,yes,no,yes,yes,none-low,yes,32.8,12.51396648,1,2019
JS 137,JS-1-19,9/3/19,19-Sep,193.1923,846.573,yes,no,yes,yes,none-low,yes,32.8,8.091286307,1,2019
JS 138,JS-1-19,9/3/19,19-Sep,13.0242,946.4252,yes,no,yes,yes,none-low,yes,32.8,8.820512821,1,2019
JS 139,JS-2-19,9/3/19,19-Sep,19.5363,323.4343,yes,no,yes,yes,none-low,yes,16.8,4.046242775,2,2019
JS 140,JS-2-19,9/3/19,19-Sep,0,412.433,yes,no,yes,yes,none-low,yes,16.8,2.610441767,2,2019
JS 141,JS-2-19,9/3/19,19-Sep,108.535,479.7247,yes,no,yes,yes,none-low,yes,16.8,3.651115619,2,2019
JS 145,JS-3-19,9/3/19,19-Sep,60.7796,677.2584,minimal,no,no,yes,none-low,yes,8.9,2.296650718,3,2019
JS 146,JS-3-19,9/3/19,19-Sep,32.5605,549.1871,minimal,no,no,yes,none-low,yes,8.9,1.803607214,3,2019
JS 147,JS-3-19,9/3/19,19-Sep,10.8535,748.8915,minimal,no,no,yes,none-low,yes,8.9,2.647657841,3,2019
TG 169,TG-4-19,9/9/19,19-Sep,256.1426,1630.1957,no,yes,yes,yes,none-low,no,32.6,15.43478261,4,2019
TG 170,TG-4-19,9/9/19,19-Sep,269.1668,1888.509,no,yes,yes,yes,none-low,no,32.6,14.42841287,4,2019
TG 171,TG-4-19,9/9/19,19-Sep,195.363,1319.7856,no,yes,yes,yes,none-low,no,32.6,16.35565313,4,2019
TG 172,TG-5-19,9/9/19,19-Sep,145.4369,935.5717,yes,yes,yes,no,none-low,yes,32.6,8.474576271,5,2019
TG 173,TG-5-19,9/9/19,19-Sep,184.5095,833.5488,yes,yes,yes,no,none-low,yes,32.6,12.25806452,5,2019
TG 174,TG-5-19,9/9/19,19-Sep,156.2904,926.8889,yes,yes,yes,no,none-low,yes,32.6,11.09936575,5,2019
TG 175,TG-6-19,9/9/19,19-Sep,373.3604,1480.4174,no,yes,yes,yes,medium-high,yes,32.4,18.68629672,6,2019
TG 176,TG-6-19,9/9/19,19-Sep,384.2139,1426.1499,no,yes,yes,yes,medium-high,yes,32.4,19.0529876,6,2019
TG 177,TG-6-19,9/9/19,19-Sep,134.5834,1350.1754,no,yes,yes,yes,medium-high,yes,32.4,15.50387597,6,2019
RN 178,RN-4-19,9/9/19,19-Sep,13.0242,824.866,yes,no,no,no,none-low,no,34.7,4.62962963,4,2019
RN 179,RN-4-19,9/9/19,19-Sep,134.5834,690.2826,yes,no,no,no,none-low,no,34.7,4.137931034,4,2019
RN 180,RN-4-19,9/9/19,19-Sep,58.6089,568.7234,yes,no,no,no,none-low,no,34.7,6.307222787,4,2019
RN 181,RN-5-19,9/9/19,19-Sep,553.5285,1421.8085,no,yes,yes,yes,medium-high,no,34.7,31.35802469,5,2019
RN 182,RN-5-19,9/9/19,19-Sep,384.2139,1067.9844,no,yes,yes,yes,medium-high,no,34.7,27.75665399,5,2019
RN 183,RN-5-19,9/9/19,19-Sep,484.0661,1408.7843,no,yes,yes,yes,medium-high,no,34.7,17.66055046,5,2019
RN 184,RN-6-19,9/9/19,19-Sep,177.9974,861.7679,no,yes,yes,yes,medium-high,no,38.6,12.41830065,6,2019
RN 185,RN-6-19,9/9/19,19-Sep,212.7286,622.9909,no,yes,yes,yes,medium-high,no,38.6,10.86956522,6,2019
RN 186,RN-6-19,9/9/19,19-Sep,345.1413,1094.0328,no,yes,yes,yes,medium-high,no,38.6,13.58695652,6,2019
RN 53,RN-2-19,9/9/19,19-Sep,314.7515,542.675,minimal,yes,yes,no,none-low,yes,27.2,6.934673367,2,2019
RN 54,RN-2-19,9/9/19,19-Sep,180.1681,618.6495,minimal,yes,yes,no,none-low,yes,27.2,15.70155902,2,2019
RN 55,RN-2-19,9/9/19,19-Sep,47.7554,692.4533,minimal,yes,yes,no,none-low,yes,27.2,7.995846314,2,2019
KK 148,KK-4-19,9/5/19,19-Sep,125.9006,1215.592,minimal,yes,yes,yes,medium-high,yes,3.1,7.636738906,4,2019
KK 149,KK-4-19,9/5/19,19-Sep,347.312,1178.6901,minimal,yes,yes,yes,medium-high,yes,3.1,8.775731311,4,2019
KK 150,KK-4-19,9/5/19,19-Sep,49.9261,1183.0315,minimal,yes,yes,yes,medium-high,yes,3.1,6.976744186,4,2019
KK 151,KK-5-19,9/5/19,19-Sep,538.3336,1393.5894,no,yes,yes,yes,medium-high,yes,16.8,8.442211055,5,2019
KK 152,KK-5-19,9/5/19,19-Sep,297.3859,1313.2735,no,yes,yes,yes,medium-high,yes,16.8,8.625877633,5,2019
KK 153,KK-5-19,9/5/19,19-Sep,321.2636,1437.0034,no,yes,yes,yes,medium-high,yes,16.8,8.35978836,5,2019
KK 154,KK-6-19,9/5/19,19-Sep,282.191,2439.8668,no,yes,yes,yes,medium-high,yes,34.6,14.83516484,6,2019
KK 155,KK-6-19,9/5/19,19-Sep,353.8241,3288.6105,no,yes,yes,yes,medium-high,yes,34.6,10.71049841,6,2019
KK 156,KK-6-19,9/5/19,19-Sep,251.8012,3125.808,no,yes,yes,yes,medium-high,yes,34.6,12.59338314,6,2019
KS 121,KS-1-19,9/6/19,19-Sep,0,1161.3245,yes,yes,yes,no,none-low,no,24.4,3.080082136,1,2019
KS 122,KS-1-19,9/6/19,19-Sep,-17.3656,1256.8353,yes,yes,yes,no,none-low,no,24.4,3.137651822,1,2019
KS 123,KS-1-19,9/6/19,19-Sep,88.9987,1102.7156,yes,yes,yes,no,none-low,no,24.4,14.7597254,1,2019
KS 129,KS-3-19,9/6/19,19-Sep,136.7541,785.7934,minimal,no,no,no,medium-high,no,24.5,5.503634476,3,2019
KS 130,KS-3-19,9/6/19,19-Sep,-6.5121,573.0648,minimal,no,no,no,medium-high,no,24.5,5.511022044,3,2019
KS 131,KS-3-19,9/6/19,19-Sep,54.2675,423.2865,minimal,no,no,no,medium-high,no,24.5,4.679552391,3,2019
KS 166,KS-4-19,9/6/19,19-Sep,164.9732,553.5285,no,no,no,no,none-low,yes,28.6,2.087475149,4,2019
KS 167,KS-4-19,9/6/19,19-Sep,134.5834,418.9451,no,no,no,no,none-low,yes,28.6,1.553398058,4,2019
KS 168,KS-4-19,9/6/19,19-Sep,271.3375,377.7018,no,no,no,no,none-low,yes,28.6,1.64410058,4,2019
BE 187,BE-3-19,9/11/19,19-Sep,36.9019,820.5246,no,no,no,yes,none-low,no,30.2,3.935418769,3,2019
BE 188,BE-3-19,9/11/19,19-Sep,56.4382,679.4291,no,no,no,yes,none-low,no,30.2,4.225352113,3,2019
BE 189,BE-3-19,9/11/19,19-Sep,199.7044,896.4991,no,no,no,yes,none-low,no,30.2,3.862212944,3,2019
BE 190,BE-4-19,9/11/19,19-Sep,418.9451,1104.8863,no,yes,no,yes,none-low,no,28.1,17.7727784,4,2019
BE 191,BE-4-19,9/11/19,19-Sep,492.7489,1020.229,no,yes,no,yes,none-low,no,28.1,14.86946652,4,2019
BE 192,BE-4-19,9/11/19,19-Sep,395.0674,1052.7895,no,yes,no,yes,none-low,no,28.1,18.14006889,4,2019
BS 193,BS-3-19,9/11/19,19-Sep,212.7286,1269.8595,no,yes,no,yes,medium-high,yes,34.1,6.808943089,3,2019
BS 194,BS-3-19,9/11/19,19-Sep,56.4382,1135.2761,no,yes,no,yes,medium-high,yes,34.1,8.958333333,3,2019
BS 195,BS-3-19,9/11/19,19-Sep,134.5834,1361.0289,no,yes,no,yes,medium-high,yes,34.1,12.12789416,3,2019
BS 196,BS-4-19,9/11/19,19-Sep,13.0242,1806.0224,no,yes,no,yes,medium-high,no,34.1,6.540084388,4,2019
BS 197,BS-4-19,9/11/19,19-Sep,21.707,922.5475,no,yes,no,yes,medium-high,no,34.1,10.19736842,4,2019
BS 198,BS-4-19,9/11/19,19-Sep,180.1681,738.038,no,yes,no,yes,medium-high,no,34.1,11.86790506,4,2019
EE 199,EE-3-19,9/11/19,19-Sep,21.707,694.624,no,no,no,yes,none-low,no,30.2,3.983228512,3,2019
EE 200,EE-3-19,9/11/19,19-Sep,10.8535,887.8163,no,no,no,yes,none-low,no,30.2,4.091816367,3,2019
EE 201,EE-3-19,9/11/19,19-Sep,82.4866,518.7973,no,no,no,yes,none-low,no,30.2,4.623115578,3,2019
EE 202,EE-4-19,9/11/19,19-Sep,134.5834,911.694,no,yes,yes,yes,none-low,no,13.7,8.41025641,4,2019
EE 203,EE-4-19,9/11/19,19-Sep,91.1694,601.2839,no,yes,yes,yes,none-low,no,13.7,10.46255507,4,2019
EE 204,EE-4-19,9/11/19,19-Sep,60.7796,703.3068,no,yes,yes,yes,none-low,no,13.7,8.622502629,4,2019
GM 205,GM-1-19,9/11/19,19-Sep,97.6815,848.7437,minimal,yes,yes,yes,none-low,yes,34.1,4.558680892,1,2019
GM 206,GM-1-19,9/11/19,19-Sep,80.3159,651.21,minimal,yes,yes,yes,none-low,yes,34.1,4.49657869,1,2019
GM 207,GM-1-19,9/11/19,19-Sep,32.5605,814.0125,minimal,yes,yes,yes,none-low,yes,34.1,4.98474059,1,2019
GM 208,GM-2-19,9/11/19,19-Sep,147.6076,978.9857,yes,no,yes,no,none-low,no,26.1,6.276150628,2,2019
GM 209,GM-2-19,9/11/19,19-Sep,149.7783,1031.0825,yes,no,yes,no,none-low,no,26.1,4.707112971,2,2019
GM 210,GM-2-19,9/11/19,19-Sep,145.4369,1248.1525,yes,no,yes,no,none-low,no,26.1,4.179408767,2,2019
GM 211,GM-3-19,9/11/19,19-Sep,102.0229,1059.3016,no,no,no,no,none-low,yes,30.2,3.853955375,3,2019
GM 212,GM-3-19,9/11/19,19-Sep,520.968,816.1832,no,no,no,no,none-low,yes,30.2,4.663212435,3,2019
GM 213,GM-3-19,9/11/19,19-Sep,56.4382,1009.3755,no,no,no,no,none-low,yes,30.2,4.564315353,3,2019
GM 214,GM-4-19,9/11/19,19-Sep,60.7796,355.9948,yes,no,no,no,none-low,yes,12,2.755102041,4,2019
GM 215,GM-4-19,9/11/19,19-Sep,73.8038,336.4585,yes,no,no,no,none-low,yes,12,1.425661914,4,2019
GM 216,GM-4-19,9/11/19,19-Sep,-19.5363,377.7018,yes,no,no,no,none-low,yes,12,1.614434948,4,2019
CK 157,CK-4-19,9/18/19,19-Sep,266.9961,1387.0773,minimal,yes,yes,yes,medium-high,no,38.6,12.90322581,4,2019
CK 158,CK-4-19,9/18/19,19-Sep,58.6089,1517.3193,minimal,yes,yes,yes,medium-high,no,38.6,17.11711712,4,2019
CK 159,CK-4-19,9/18/19,19-Sep,434.14,2157.6758,minimal,yes,yes,yes,medium-high,no,38.6,16.83615819,4,2019
CK 160,CK-5-19,9/18/19,19-Sep,258.3133,1341.4926,minimal,yes,yes,yes,medium-high,no,42.6,17.59465479,5,2019
