sample,field,date,sampling.period,mbc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
JK 17,JK-2-21,8/1/21,21-Aug,49.9261,no,yes,yes,no,medium-high,yes,21.88,9.346733668,324,1437,1527,2970,8,17.5,32,5.8,6.8,210,101,2.6,0.87,4.32,1.89,6.21,2,2021
JK 11,JK-3-21,8/1/21,21-Aug,,no,yes,yes,no,medium-high,yes,23.64,11.39835488,197,1121,1001,2537,5.5,15.5,44,3.6,3,154,103,2.8,1.01,49.25,13.57,62.82,3,2021
JK 110,JK-3-21,8/1/21,21-Aug,369.019,no,yes,yes,no,medium-high,yes,23.64,15.64039409,264,1254,1569,3866,7.6,19.8,73,8.9,4.1,189,93,3,1.21,38.96,1.9,40.86,3,2021
JK 111,JK-3-21,8/1/21,21-Aug,,no,yes,yes,no,medium-high,yes,23.64,5.757575758,272,1903,799,2675,7.3,14.6,31,3.6,3.7,227,90,2.9,0.66,2.96,1.72,4.68,3,2021
JK 4,JK-4-21,8/1/21,21-Aug,21.707,no,no,yes,no,medium-high,yes,33.72,5.532786885,408,2306,1228,4003,7.4,20.6,26,4.3,6.3,361,116,3.4,1.25,17.28,2.55,19.83,4,2021
JK 40,JK-4-21,8/1/21,21-Aug,112.8764,no,no,yes,no,medium-high,yes,33.72,9.851694915,298,1657,1022,3176,6.8,17.6,21,2.9,4.4,317,111,3.5,0.99,26.74,11.66,38.4,4,2021
JK 7,JK-4-21,8/1/21,21-Aug,212.7286,no,no,yes,no,medium-high,yes,33.72,6.942889138,360,1987,1391,3953,7.9,20.7,22,4.2,6.7,377,114,3.9,1.02,5.64,1.52,7.16,4,2021
JK 231,JK-5-21,8/1/21,21-Aug,195.363,no,yes,yes,no,medium-high,yes,27.72,5.566037736,228,1593,1254,5276,8.4,22.2,21,6,3.3,278,86,4.7,0.97,3.4,1.57,4.97,5,2021
JK 232,JK-5-21,8/1/21,21-Aug,95.5108,no,yes,yes,no,medium-high,yes,27.72,8.282828283,285,1606,1194,4980,8.2,21.6,22,5.6,3.6,288,86,4.1,1.04,2.24,1.43,3.67,5,2021
JK 233,JK-5-21,8/1/21,21-Aug,49.9261,no,yes,yes,no,medium-high,yes,27.72,6.636155606,323,1891,1314,3769,7.8,19.8,23,4.7,3.8,284,86,3.8,0.99,4.64,2.06,6.7,5,2021
JK 155,JK-6-21,8/1/21,21-Aug,134.5834,yes,yes,yes,no,medium-high,yes,23.88,14.1216992,215,1054,1760,2717,8.3,17.8,69,6.9,5,253,90,3.3,0.73,1.88,1.38,3.26,6,2021
JK 177,JK-6-21,8/1/21,21-Aug,260.484,yes,yes,yes,no,medium-high,yes,23.88,12.57078143,221,1101,1860,2632,8.1,17.8,73,7.2,5.6,243,92,2.9,0.96,6.08,1.41,7.49,6,2021
JK 28,JK-6-21,8/1/21,21-Aug,75.9745,yes,yes,yes,no,medium-high,yes,23.88,5.417118093,297,1555,1372,3014,7.8,17.6,43,6.7,5.5,255,95,3.2,0.8,21.48,1.7,23.18,6,2021
JS 123,JS-1-21,8/1/21,21-Aug,39.0726,yes,no,no,no,none-low,no,18.12,4.284323272,35,541,283,7593,8.4,22.1,15,1.6,1.1,125,51,2.3,0.37,1.42,1.38,2.8,1,2021
JS 170,JS-1-21,8/1/21,21-Aug,106.3643,yes,no,no,no,none-low,no,18.12,4.365482234,43,628,327,7263,8.2,22,24,2,1.3,141,52,2.5,0.56,3.1,1.45,4.55,1,2021
JS 218,JS-1-21,8/1/21,21-Aug,,yes,no,no,no,none-low,no,18.12,3.939393939,42,579,317,8006,8.1,23.8,28,1.8,1.1,137,55,2.5,0.5,5.37,1.47,6.84,1,2021
JS 131,JS-2-21,8/1/21,21-Aug,15.1949,yes,no,no,no,none-low,yes,21.92,4.520990312,49,658,302,7544,8.3,22.2,26,1.8,1.2,143,53,2.6,0.52,5.08,1.7,6.78,2,2021
JS 88,JS-2-21,8/1/21,21-Aug,97.6815,yes,no,no,no,none-low,yes,21.92,6.52173913,45,586,306,8813,8.3,25.7,20,1.8,0.9,140,46,2.7,0.6,8.7,1.45,10.15,2,2021
JS 91,JS-2-21,8/1/21,21-Aug,23.8777,yes,no,no,no,none-low,yes,21.92,4.008016032,55,710,347,8395,8.3,25,19,2.1,1,148,51,2.7,0.55,3.86,1.89,5.75,2,2021
JS 12,JS-3-21,8/1/21,21-Aug,121.5592,yes,no,no,no,none-low,yes,11.88,2.953586498,37,565,265,4326,8.4,13.9,13,1.3,0.8,99,61,1.8,0.39,1.03,1.31,2.34,3,2021
JS 13,JS-3-21,8/1/21,21-Aug,10.8535,yes,no,no,no,none-low,yes,11.88,2.093244529,39,600,248,4338,8.3,13.9,15,1.2,0.8,97,62,1.8,0.43,1.76,1.44,3.2,3,2021
JS 99,JS-3-21,8/1/21,21-Aug,4.3414,yes,no,no,no,none-low,yes,11.88,4.497607656,36,564,270,4184,8.3,13.6,12,1.3,0.8,112,66,2,0.43,1.66,1.74,3.4,3,2021
KS 101,KS-1-21,8/1/21,21-Aug,99.8522,no,yes,yes,no,medium-high,no,24.72,4.170905392,46,1063,1264,3001,8.2,15.9,26,4.5,1.8,296,102,4.5,0.74,6.35,1.48,7.83,1,2021
KS 16,KS-1-21,8/1/21,21-Aug,280.0203,no,yes,yes,no,medium-high,no,24.72,14.3776824,25,721,1363,3425,8.3,17,23,5.6,1.5,299,89,4.3,1.08,4.57,0.73,5.3,1,2021
KS 215,KS-1-21,8/1/21,21-Aug,62.9503,no,yes,yes,no,medium-high,no,24.72,5.291005291,61,1159,1257,3210,7.9,16.9,22,4.5,1.8,307,89,4.4,1.1,7.6,1.03,8.63,1,2021
KS 103,KS-2-21,8/1/21,21-Aug,54.2675,yes,yes,no,no,none-low,no,28.84,4.291417166,54,864,1417,4568,8.5,20.2,15,4.4,2,228,123,4,0.61,0.53,1.35,1.88,2,2021
KS 2,KS-2-21,8/1/21,21-Aug,6.5121,yes,yes,no,no,none-low,no,28.84,4.275996113,75,867,1417,5028,8.5,21.4,20,4.7,1.9,244,118,4.4,0.88,1.47,1.76,3.23,2,2021
KS 98,KS-2-21,8/1/21,21-Aug,52.0968,yes,yes,no,no,none-low,no,28.84,3.87434555,92,950,1252,5110,8.4,21.4,27,4.7,2.3,256,107,4.5,0.91,2,1.9,3.9,2,2021
KS 187,KS-3-21,8/1/21,21-Aug,19.5363,no,no,no,no,none-low,yes,20.88,2.248289345,52,768,948,2584,7.8,13.1,15,2.6,1.4,192,87,3.2,0.57,3.31,1.55,4.86,3,2021
KS 189,KS-3-21,8/1/21,21-Aug,75.9745,no,no,no,no,none-low,yes,20.88,2.792792793,41,677,1053,2963,7.8,14.7,12,2.8,1.2,196,88,3.6,0.78,4.19,0.91,5.1,3,2021
KS 193,KS-3-21,8/1/21,21-Aug,21.707,no,no,no,no,none-low,yes,20.88,2.363636364,66,682,1000,3326,8.1,15.4,14,3,1.2,181,93,3.6,0.78,6.95,9.8,16.75,3,2021
KV 148,KV-1-21,8/1/21,21-Aug,325.605,no,yes,yes,no,medium-high,yes,25,11.5727003,198,1790,566,3003,6.7,14.7,26,3,2.2,222,100,3.2,1.12,18.64,1.93,20.57,1,2021
KV 190,KV-1-21,8/1/21,21-Aug,82.4866,no,yes,yes,no,medium-high,yes,25,3.979057592,158,1669,768,3422,6.5,16.4,168,3.6,2.2,268,99,3.4,0.95,79.16,6.36,85.52,1,2021
KV 9,KV-1-21,8/1/21,21-Aug,91.1694,no,yes,yes,no,medium-high,yes,25,4.852071006,93,1429,877,3439,6.5,17,250,3.2,1.8,263,96,3.6,1.38,61.84,2.58,64.42,1,2021
KV 188,KV-2-21,8/1/21,21-Aug,288.7031,no,yes,yes,yes,medium-high,yes,43.64,8.84749709,79,1127,1769,4510,7.5,25.3,19,5.3,2.4,367,87,5.1,1.51,5.03,2.48,7.51,2,2021
KV 206,KV-2-21,8/1/21,21-Aug,210.5579,no,yes,yes,yes,medium-high,yes,43.64,12.7090301,110,1464,1731,5009,7.8,24.7,18,5.6,2.6,350,84,5.1,1.44,3.79,1.86,5.65,2,2021
KV 23,KV-2-21,8/1/21,21-Aug,371.1897,no,yes,yes,yes,medium-high,yes,43.64,23.27981651,146,1449,2092,5166,7.5,27.4,24,5.5,4.2,422,92,5.8,1.73,7.76,4.75,12.51,2,2021
KV 216,KV-3-21,8/1/21,21-Aug,238.777,no,yes,yes,yes,medium-high,yes,25.64,20.50113895,47,946,1111,5645,8.5,21.9,27,5.9,2.1,193,92,3.8,0.66,5.49,1.45,6.94,3,2021
KV 230,KV-3-21,8/1/21,21-Aug,349.4827,no,yes,yes,yes,medium-high,yes,25.64,21.6937355,102,1267,1337,3411,8.1,18.1,26,6.2,3.8,225,101,4.3,1.09,11.21,4.37,15.58,3,2021
KV 70,KV-3-21,8/1/21,21-Aug,310.4101,no,yes,yes,yes,medium-high,yes,25.64,17.38648948,97,1541,1175,4887,8.3,21.3,36,6.6,2.3,238,101,4.6,0.85,6.88,1.57,8.45,3,2021
RN 197,RN-1-21,8/1/21,21-Aug,586.089,no,yes,yes,yes,medium-high,no,31.88,19.47513812,60,1140,1388,4135,7.9,20,34,6.2,7.2,299,77,4.3,1.42,8.38,1.85,10.23,1,2021
RN 202,RN-1-21,8/1/21,21-Aug,345.1413,no,yes,yes,yes,medium-high,no,31.88,16.90307329,53,1096,1169,3000,7.7,16.4,30,4.6,7.5,248,79,3.5,1.08,6.53,2.11,8.64,1,2021
RN 204,RN-1-21,8/1/21,21-Aug,308.2394,no,yes,yes,yes,medium-high,no,31.88,17.71611526,76,1165,1384,3809,7.9,19.4,23,5.4,7.3,299,78,4.1,1.24,7.34,2.49,9.83,1,2021
RN 1,RN-2-21,8/1/21,21-Aug,349.4827,no,yes,yes,yes,medium-high,yes,33.72,13.3105802,103,1222,1446,3911,7.8,20,26,4,15.3,328,85,4.5,1.54,8.2,3.89,12.09,2,2021
RN 192,RN-2-21,8/1/21,21-Aug,414.6037,no,yes,yes,yes,medium-high,yes,33.72,10.5952381,127,1974,1503,4031,7.7,21.1,19,5.7,7.5,372,90,5.1,1.31,7.62,2,9.62,2,2021
RN 21,RN-2-21,8/1/21,21-Aug,184.5095,no,yes,yes,yes,medium-high,yes,33.72,9.138110073,96,1332,1587,3785,7.9,20.4,26,4.7,9.3,328,85,5,1.35,7.52,3.63,11.15,2,2021
RN 18,RN-3-21,8/1/21,21-Aug,738.038,no,yes,yes,yes,medium-high,yes,27.76,25.15,85,1382,1345,4034,7.9,20.2,37,4.5,9.6,338,102,4.4,1.41,13.75,2.49,16.24,3,2021
RN 198,RN-3-21,8/1/21,21-Aug,627.3323,no,yes,yes,yes,medium-high,yes,27.76,22.20843672,118,1273,1506,4391,7.6,21.6,26,4.8,11.9,379,99,4.4,1.36,7.99,1.82,9.81,3,2021
RN 24,RN-3-21,8/1/21,21-Aug,214.8993,no,yes,yes,yes,medium-high,yes,27.76,19.16757941,105,1370,1176,3465,7.5,18.1,68,4,5.7,339,103,4.1,1.05,10.84,1.76,12.6,3,2021
TG 194,TG-1-21,8/1/21,21-Aug,91.1694,no,yes,yes,yes,medium-high,no,30.08,9.613478692,43,882,1772,7696,8.4,30.1,35,6.6,5,207,62,3.8,0.93,8.78,3.22,12,1,2021
TG 195,TG-1-21,8/1/21,21-Aug,177.9974,no,yes,yes,yes,medium-high,no,30.08,6.086956522,34,922,1747,7803,8.4,30.3,34,7,3.6,156,58,3.3,0.84,7.6,3.06,10.66,1,2021
TG 201,TG-1-21,8/1/21,21-Aug,23.8777,no,yes,yes,yes,medium-high,no,30.08,9.753593429,26,1032,2011,9389,8.3,36.1,44,7.5,2.8,159,63,5.2,0.94,5.71,2.1,7.81,1,2021
TG 203,TG-2-21,8/1/21,21-Aug,414.6037,no,yes,yes,yes,medium-high,yes,30.08,27.77142857,60,1406,1777,4245,8.2,22.7,32,6.5,5.1,354,102,4.7,1.29,6.2,2.01,8.21,2,2021
TG 208,TG-2-21,8/1/21,21-Aug,306.0687,no,yes,yes,yes,medium-high,yes,30.08,18.98569571,70,1225,1785,4178,8.4,22,30,6.6,4.5,350,104,4.5,1.08,5.93,1.55,7.48,2,2021
TG 55,TG-2-21,8/1/21,21-Aug,293.0445,no,yes,yes,yes,medium-high,yes,30.08,20.05076142,135,1996,1729,4176,8.2,22.6,28,7.3,6,342,84,4.6,1.17,7.73,1.8,9.53,2,2021
TG 186,TG-3-21,8/1/21,21-Aug,193.1923,no,yes,yes,yes,medium-high,yes,32,14.86199575,98,1412,1837,4405,8.1,23.2,45,8.2,8.1,427,89,5.1,1.33,25.87,11.53,37.4,3,2021
TG 211,TG-3-21,8/1/21,21-Aug,,no,yes,yes,yes,medium-high,yes,32,,75,1296,1784,4014,8.2,21.6,31,7,5.4,384,93,4.8,1.32,7.54,2.22,9.76,3,2021
TG 71,TG-3-21,8/1/21,21-Aug,15.1949,no,yes,yes,yes,medium-high,yes,32,15.98599767,142,1317,1652,3983,7.6,21.4,35,6,12.9,389,90,4.4,1.1,24.04,2.3,26.34,3,2021
WS 219,WS-1-21,8/1/21,21-Aug,651.21,no,yes,yes,no,medium-high,yes,17.76,7.827102804,505,1644,778,6166,8,22.1,32,4.3,15.6,121,88,2.5,1.1,9.38,3.46,12.84,1,2021
WS 220,WS-1-21,8/1/21,21-Aug,195.363,no,yes,yes,no,medium-high,yes,17.76,6.765327696,479,1419,656,5061,8.2,18.6,34,4.1,15.5,122,88,2.6,0.8,7.34,1.27,8.61,1,2021
WS 221,WS-1-21,8/1/21,21-Aug,171.4853,no,yes,yes,no,medium-high,yes,17.76,7.045215563,354,1381,637,4670,8.2,17.4,29,3.6,10.4,127,79,2.7,0.55,3.5,1.06,4.56,1,2021
WS 222,WS-2-21,8/1/21,21-Aug,301.7273,no,yes,yes,no,medium-high,yes,21.76,13.62126246,495,1368,1055,4630,8,19.2,115,5.9,19.8,155,82,2.5,0.98,5.65,1.3,6.95,2,2021
WS 223,WS-2-21,8/1/21,21-Aug,525.3094,no,yes,yes,no,medium-high,yes,21.76,15.37558685,425,1153,855,3989,8,16.4,56,4.7,16.3,134,78,2.3,0.93,12.37,1.27,13.64,2,2021
WS 224,WS-2-21,8/1/21,21-Aug,301.7273,no,yes,yes,no,medium-high,yes,21.76,13.98210291,519,1418,1109,4629,8,19.7,180,6.4,18.7,146,78,2.4,1.15,53.95,1.57,55.52,2,2021
WS 225,WS-3-21,8/1/21,21-Aug,857.4265,no,yes,yes,no,medium-high,yes,13.56,12.38636364,261,726,976,6459,8.2,22.2,60,4,14.1,85,59,1.7,0.8,6.42,1.15,7.57,3,2021
WS 226,WS-3-21,8/1/21,21-Aug,188.8509,no,yes,yes,no,medium-high,yes,13.56,13.18082789,350,744,1164,6363,8.1,23.2,75,5.4,14.5,86,63,1.7,0.77,5.64,1.63,7.27,3,2021
WS 92,WS-3-21,8/1/21,21-Aug,349.4827,no,yes,yes,no,medium-high,yes,13.56,12.67159451,445,1326,903,6247,8.2,22.2,92,4.5,14.9,84,69,1.6,0.83,6.98,1.18,8.16,3,2021
JKF1S1,JK-1-22,7/21/22,22-Jul,188.8509,no,yes,yes,no,medium-high,yes,21.76,3.272377286,463,1467,811,4590,7.7,18.8,45,4,9.6,211,83,3.2,1.32,23.04,2.78,25.82,1,2022
JKF1S2,JK-1-22,7/21/22,22-Jul,1230.7869,no,yes,yes,no,medium-high,yes,21.76,2.021174206,522,1559,652,4716,8,17.8,33,4.4,9.4,138,81,2,1.12,16.9,4.41,21.31,1,2022
JKF1S3,JK-1-22,7/21/22,22-Jul,492.7489,no,yes,yes,no,medium-high,yes,21.76,3.251231527,525,1615,651,4411,8,17.5,35,4,9.6,147,80,2.3,1.16,19.57,1.96,21.53,1,2022
JKF2S1,JK-2-22,7/21/22,22-Jul,306.0687,no,yes,yes,no,medium-high,yes,21.88,3.585271318,271,2356,1192,9650,8.2,34.3,77,6.7,4.5,260,68,3.3,1.5,31.85,2.35,34.2,2,2022
JKF2S2,JK-2-22,7/21/22,22-Jul,167.1439,no,yes,yes,no,medium-high,yes,21.88,2.5390625,296,1953,1248,5689,7.8,24.5,66,5.9,5.1,266,87,3.6,1.78,38.49,3.17,41.66,2,2022
JKF2S3,JK-2-22,7/21/22,22-Jul,360.3362,no,yes,yes,no,medium-high,yes,21.88,2.818270165,344,2123,1211,5896,8,24.2,57,6.5,5.6,280,89,3.5,1.88,26.01,3.57,29.58,2,2022
JKF3S1,JK-3-22,7/21/22,22-Jul,273.5082,no,yes,yes,no,medium-high,yes,23.64,2.374169041,310,1920,1386,4847,7.5,22.4,148,7.6,5.4,189,83,2.6,1.75,55.5,3.08,58.58,3,2022
JKF3S2,JK-3-22,7/21/22,22-Jul,134.5834,no,yes,yes,no,medium-high,yes,23.64,2.05078125,360,2108,1440,5301,7.5,24.2,152,7.7,6.1,206,88,2.7,1.74,75.35,3.81,79.16,3,2022
JKF3S3,JK-3-22,7/21/22,22-Jul,193.1923,no,yes,yes,no,medium-high,yes,23.64,2.235179786,423,2043,1450,5481,7.5,24.6,174,7.1,6.3,207,83,2.7,1.69,66.01,3.09,69.1,3,2022
JKF4S1,JK-4-22,7/21/22,22-Jul,136.7541,no,no,yes,no,medium-high,yes,33.72,3.578336557,243,1610,1468,5062,7.9,23.4,37,5.6,3.1,288,82,4.4,1.48,11.49,2.73,14.22,4,2022
JKF4S2,JK-4-22,7/21/22,22-Jul,182.3388,no,no,yes,no,medium-high,yes,33.72,4.223968566,274,1600,1468,5302,8,24.3,38,4.8,3.4,295,83,4.6,1.67,13.2,2.78,15.98,4,2022
JKF4S3,JK-4-22,7/21/22,22-Jul,475.3833,no,no,yes,no,medium-high,yes,33.72,3.428571429,306,2115,1571,5179,8.3,24.5,55,6.2,3.8,293,84,4.4,1.42,19.88,2.42,22.3,4,2022
JKF5S1,JK-5-22,7/21/22,22-Jul,753.2329,no,yes,yes,no,medium-high,yes,27.72,3.358925144,408,2983,1774,6399,8.1,29.9,71,8.8,5.2,307,84,4.5,1.74,30.9,3.85,34.75,5,2022
JKF5S2,JK-5-22,7/21/22,22-Jul,125.9006,no,yes,yes,no,medium-high,yes,27.72,15.11758119,440,2775,1757,5614,8,27.4,109,8.4,5.4,294,90,4,2.01,41.72,2.5,44.22,5,2022
JKF5S3,JK-5-22,7/21/22,22-Jul,49.9261,no,yes,yes,no,medium-high,yes,27.72,15.59139785,346,1930,1887,5440,7.8,26.8,257,7.7,3.7,290,94,4.5,1.46,77.29,1.62,78.91,5,2022
JKF6S1,JK-6-22,7/21/22,22-Jul,130.242,yes,yes,yes,no,medium-high,yes,23.88,2.208835341,294,1800,1329,3493,8,18.5,91,6.3,4.8,221,89,2.8,1.08,35.3,3.51,38.81,6,2022
JKF6S2,JK-6-22,7/21/22,22-Jul,258.3133,yes,yes,yes,no,medium-high,yes,23.88,3.531786075,400,1986,1321,3653,8,19.4,69,7,6.2,214,88,2.8,1.07,32.69,3.47,36.16,6,2022
JKF6S3,JK-6-22,7/21/22,22-Jul,60.7796,yes,yes,yes,no,medium-high,yes,23.88,2.339181287,280,1367,1921,3305,8,19.9,66,8.5,5.8,241,89,3.2,1.07,34.96,2.82,37.78,6,2022
JKF7S1,JK-7-22,7/21/22,22-Jul,301.7273,no,yes,yes,no,none-low,yes,21.88,3.260869565,499,2055,1305,6487,7.5,27.3,100,5.8,6.6,190,99,3.8,1.96,51.39,3.6,54.99,7,2022
JKF7S2,JK-7-22,7/21/22,22-Jul,141.0955,no,yes,yes,no,none-low,yes,21.88,2.657480315,420,2278,1289,5498,7.5,24.5,310,5.9,5.1,206,97,3,1.68,121.82,4.18,126,7,2022
JKF7S3,JK-7-22,7/21/22,22-Jul,466.7005,no,yes,yes,no,none-low,yes,21.88,2.812803104,515,1853,1177,6586,7.6,26.3,84,5.8,5.7,184,97,3.6,1.85,45.99,4.24,50.23,7,2022
JKF8S1,JK-8-22,7/21/22,22-Jul,99.8522,minimal,yes,yes,no,none-low,yes,23.64,7.164480323,180,1069,2315,3771,8.4,22.6,50,10.1,5.6,208,87,3.4,1.16,10.09,2.22,12.31,8,2022
JKF8S2,JK-8-22,7/21/22,22-Jul,75.9745,minimal,yes,yes,no,none-low,yes,23.64,4.44225074,213,1356,2175,3635,8.1,22.7,87,9.8,4.9,209,89,3.1,1.25,32.7,2.64,35.34,8,2022
JKF8S3,JK-8-22,7/21/22,22-Jul,106.3643,minimal,yes,yes,no,none-low,yes,23.64,2.401536984,359,1799,2475,5272,8.3,27.9,76,11.9,6.6,220,109,2.9,1.7,28.42,3.53,31.95,8,2022
JKF9S1,JK-9-22,7/21/22,22-Jul,282.191,minimal,yes,yes,no,none-low,yes,23.64,12.74089936,360,2015,1426,4296,7.9,21.4,142,8.4,4.6,190,88,2.6,1.56,40.79,2.67,43.46,9,2022
JKF9S2,JK-9-22,7/21/22,22-Jul,438.4814,minimal,yes,yes,no,none-low,yes,23.64,10.05181347,233,1598,1249,3263,7.7,17.5,146,6.6,3.7,206,84,3,1.23,35.11,2.57,37.68,9,2022
JKF9S3,JK-9-22,7/21/22,22-Jul,180.1681,minimal,yes,yes,no,none-low,yes,23.64,12.11801897,274,1797,1628,3986,8.3,21.1,95,9.1,4.4,208,94,3.2,1.37,38.39,2.49,40.88,9,2022
JKF10S1,JK-10-22,7/21/22,22-Jul,405.9209,minimal,yes,yes,no,none-low,yes,23.64,1.910219675,369,2055,1097,4511,7.3,20.8,139,6.3,5.7,168,93,2.4,1.17,50.54,4.98,55.52,10,2022
JKF10S2,JK-10-22,7/21/22,22-Jul,128.0713,minimal,yes,yes,no,none-low,yes,23.64,2.504816956,315,1694,1356,4728,7.9,21.6,158,6.9,5.4,173,88,2.6,1.44,32.82,5.02,37.84,10,2022
JKF10S3,JK-10-22,7/21/22,22-Jul,221.4114,minimal,yes,yes,no,none-low,yes,23.64,2.03685742,336,1689,921,4546,7.5,19.1,49,4.9,5.2,180,85,2.5,1.2,35.37,4.14,39.51,10,2022
JKF11S1,JK-11-22,7/21/22,22-Jul,481.8954,no,no,yes,no,none-low,yes,33.72,2.21550856,218,1242,389,5046,8,17.5,16,1.9,3.3,234,70,3.6,1.06,10.43,4.16,14.59,11,2022
JKF11S2,JK-11-22,7/21/22,22-Jul,299.5566,no,no,yes,no,none-low,yes,33.72,1.238095238,223,1305,411,4692,7.9,17.2,19,1.9,2.9,231,76,3.3,0.99,13.32,4.41,17.73,11,2022
JKF11S3,JK-11-22,7/21/22,22-Jul,91.1694,no,no,yes,no,none-low,yes,33.72,1.740812379,238,1225,363,4802,8.1,17.1,16,2,3.6,207,68,3.4,0.88,9,4.31,13.31,11,2022
JAF1S1,JA-2-22,7/21/22,22-Jul,102.0229,no,yes,yes,no,none-low,no,11.84,4.591836735,51,823,644,2689,6.1,12.8,179,2.1,1.9,90,69,1.6,0.82,105.29,5.91,111.2,2,2022
JAF1S2,JA-2-22,7/21/22,22-Jul,210.5579,no,yes,yes,no,none-low,no,11.84,3.663366337,64,907,665,3254,6.9,14.3,203,3.1,2.1,86,67,1.6,1.19,51.44,4.52,55.96,2,2022
JAF1S3,JA-2-22,7/21/22,22-Jul,347.312,no,yes,yes,no,none-low,no,11.84,3.294573643,59,1486,790,2938,7.8,14,182,4.1,2.2,107,76,2,0.83,31.62,3.81,35.43,2,2022
JAF2S1,JA-2-22,7/21/22,22-Jul,71.6331,no,yes,yes,no,none-low,no,11.84,5.544554455,51,1123,744,2414,7.7,13,262,3.5,1.5,104,72,2,0.71,39.99,2.75,42.74,2,2022
JAF2S2,JA-2-22,7/21/22,22-Jul,47.7554,no,yes,yes,no,none-low,no,11.84,7.209062822,34,1032,940,2223,7.5,13.1,264,4.9,1.6,110,73,2.1,0.78,52.11,2.57,54.68,2,2022
JAF2S3,JA-2-22,7/21/22,22-Jul,95.5108,no,yes,yes,no,none-low,no,11.84,5.858170606,42,1065,1054,2661,7.8,15.1,398,5.5,1.6,109,77,2.1,0.76,141.21,3.72,144.93,2,2022
BHF1S1,BH-1-22,7/21/22,22-Jul,95.5108,minimal,yes,yes,no,none-low,yes,12.56,2.107279693,379,1248,468,3006,7.9,12,26,2.8,9.1,106,111,1.9,0.67,15.61,2.2,17.81,1,2022
BHF1S2,BH-1-22,7/21/22,22-Jul,93.3401,minimal,yes,yes,no,none-low,yes,12.56,1.071080818,293,1212,446,2817,7.8,11.4,39,2.8,10,94,109,1.6,0.66,19.25,2.98,22.23,1,2022
BHF1S3,BH-1-22,7/21/22,22-Jul,67.2917,minimal,yes,yes,no,none-low,yes,12.56,2.038834951,333,1116,395,2528,7,10.8,46,2.4,9.3,76,98,1.5,0.81,24.77,2.29,27.06,1,2022
BHF2S1,BH-2-22,7/21/22,22-Jul,160.6318,minimal,yes,yes,yes,none-low,yes,16.8,4.532304725,315,1781,697,3533,7.7,16.4,114,4.7,12.6,128,98,2.1,1.22,61.15,2.77,63.92,2,2022
BHF2S2,BH-2-22,7/21/22,22-Jul,384.2139,minimal,yes,yes,yes,none-low,yes,16.8,2.406159769,304,1672,665,3570,7.7,16.8,53,3.9,11.5,137,98,2.3,1.02,40.57,3.22,43.79,2,2022
BHF2S3,BH-2-22,7/21/22,22-Jul,204.0458,minimal,yes,yes,yes,none-low,yes,16.8,2.507522568,251,1485,1053,3241,7.9,15.8,44,5.2,11.6,150,98,2.6,1.14,28.76,3.38,32.14,2,2022
BHF3S1,BH-3-22,7/21/22,22-Jul,243.1184,minimal,yes,yes,yes,none-low,yes,19.48,3.02734375,209,1396,1847,3290,8.1,20.3,272,9.5,3.7,152,103,3.2,0.98,37.42,2.21,39.63,3,2022
BHF3S2,BH-3-22,7/21/22,22-Jul,56.4382,minimal,yes,yes,yes,none-low,yes,19.48,1.756097561,227,1425,1703,3212,8,19.3,239,8.5,5.5,119,91,2.5,1.27,82.27,3.39,85.66,3,2022
BHF3S3,BH-3-22,7/21/22,22-Jul,212.7286,minimal,yes,yes,yes,none-low,yes,19.48,2.268244576,236,1225,1692,2964,8.2,18.7,134,8,4.8,140,93,2.5,0.94,25.78,1.97,27.75,3,2022
BHF4S1,BH-4-22,7/21/22,22-Jul,67.2917,minimal,yes,yes,no,none-low,yes,29.68,9.894736842,144,1154,1476,11200,8.8,37.6,77,6.7,3.3,133,69,3,0.92,14.59,2.04,16.63,4,2022
BHF4S2,BH-4-22,7/21/22,22-Jul,479.7247,minimal,yes,yes,no,none-low,yes,29.68,12.51360174,184,1207,1865,10660,8.7,37.8,60,7.6,4.6,141,80,3.2,1.06,10.68,1.92,12.6,4,2022
BHF4S3,BH-4-22,7/21/22,22-Jul,208.3872,minimal,yes,yes,no,none-low,yes,29.68,8.376421923,190,1501,1585,10610,8.5,37,99,7.3,4.9,136,78,2.8,1.01,35.82,2.33,38.15,4,2022
KSF1S1,KS-1-22,7/21/22,22-Jul,225.7528,no,yes,yes,no,medium-high,no,24.72,14.16216216,47,1061,1233,4116,8.3,18.4,44,5.5,1.6,262,92,4,0.96,23.99,1.76,25.75,1,2022
KSF1S2,KS-1-22,7/21/22,22-Jul,227.9235,no,yes,yes,no,medium-high,no,24.72,14.05714286,50,1008,1136,3645,8.6,16.7,23,4.9,1.4,270,90,4,0.86,5.26,1.56,6.82,1,2022
KSF1S3,KS-1-22,7/21/22,22-Jul,329.9464,no,yes,yes,no,medium-high,no,24.72,12.99126638,43,1061,1245,3935,8.3,17.9,43,4.9,1.5,273,87,4.1,0.99,13.44,1.58,15.02,1,2022
KSF2S1,KS-2-22,7/21/22,22-Jul,154.1197,yes,yes,yes,no,none-low,no,28.84,2.490039841,176,1105,1382,4495,8.6,20.9,19,6,2.8,259,100,4.5,0.99,3.77,2.08,5.85,2,2022
